Restaurant ID,Restaurant Name,Country Code,Avg. daily orders,City,Country,Address,Locality,Locality Verbose, Longitude , Latitude ,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Percentage online orders,Desserts,Café Flag,Alcohol,Price range,Q1,Q2,Q3,Q4,Aggregate,Votes
18261486,WeDesi Flavours,1,38,New Delhi,India,"Near Jaypee Siddharth, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.18,28.64,"Healthy Food, Fast Food",350,Indian Rupees(Rs.),No,Yes,40%,,,,1,3.9,3.5,3.7,4.5,3.9,54
18423116,Hardwari,1,41,New Delhi,India,"18/47, Main Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.65,Mithai,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.3,-0.3,0.9,0,3
18423112,Johnys Vada Pav,1,29,New Delhi,India,"12/17, Near Canara Bank, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.64,Street Food,150,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.5,0,0.7,0,3
18258777,My Kind Of Cafe,1,34,New Delhi,India,"23/21-E Ground Floor, Main Market, Near Patel Nagar Park, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.65,"Cafe, Continental",600,Indian Rupees(Rs.),No,No,,,1,,2,0,-0.4,-0.2,0.6,0,3
18491227,Panchratna Thali,1,25,New Delhi,India,"Bodhraj Kohli Marg, Block 16, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi", -   , -   ,"North Indian, Rajasthani, Gujarati",900,Indian Rupees(Rs.),No,No,,,,,2,-0.5,-0.3,0,0.8,0,1
304531,Punjabi Rasoi,1,35,New Delhi,India,"25/32, Near Fedex, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.18,28.64,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.1,-0.3,0.6,0,2
18420433,Shisha,1,45,New Delhi,India,"Main Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.64,Cafe,400,Indian Rupees(Rs.),No,No,,,1,,1,0,-0.3,0.1,0.2,0,0
17977786,Snacks and More,1,30,New Delhi,India,"Shop-5, 15/5, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.65,Fast Food,250,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.3,-0.5,1.1,0,3
18412868,Swag Cafe,1,43,New Delhi,India,"12/20 1st Floor, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.64,"North Indian, Chinese, Fast Food",700,Indian Rupees(Rs.),No,No,,,,,2,-0.4,0.1,-0.1,0.4,0,3
311216,The Pink Whisk,1,47,New Delhi,India,"Ground Floor, 34/7, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.18,28.64,Bakery,400,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.3,-0.4,0.6,0,2
311327,Stabbers,1,30,New Delhi,India,"29/1, Main Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.65,"Fast Food, Burger",400,Indian Rupees(Rs.),No,Yes,55%,,,,1,2.4,2.5,2.4,2.3,2.4,101
7372,Dukes Pastry Shop,1,47,New Delhi,India,"23/5, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.64,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,,,,,1,4.2,3.8,3.6,4.8,4.1,150
306016,Cafe Coffee Day,1,24,New Delhi,India,"Epicuria Food Mall, Near Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Cafe,450,Indian Rupees(Rs.),No,No,,,1,,1,2.7,2.8,3.2,3.7,3.1,44
304906,Chicago Pizza,1,46,New Delhi,India,"Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Pizza,600,Indian Rupees(Rs.),No,Yes,50%,,,,2,2.4,2.6,2.5,2.5,2.5,93
18447890,Drool Waffles,1,47,New Delhi,India,"K-1, Lower Ground Floor, Epicuria Food Mall, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Desserts,500,Indian Rupees(Rs.),No,No,,1,,,2,2.6,2.9,2.9,4,3.1,9
18375391,Gelato Vinto,1,25,New Delhi,India,"Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Ice Cream,250,Indian Rupees(Rs.),No,Yes,45%,,,,1,3.1,2.8,2.8,4.5,3.3,9
18355123,Joost Juice Bar,1,30,New Delhi,India,"Ground Floor, Epicuria Food Mall, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Juices,300,Indian Rupees(Rs.),No,No,,,,,1,3,2.8,3.3,3.7,3.2,9
304915,Karims,1,46,New Delhi,India,"Shop 2, Lower Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Mughlai, North Indian",700,Indian Rupees(Rs.),No,Yes,46%,,,,2,2.8,2.8,3,3.8,3.1,185
304913,Moti Mahal Delux,1,26,New Delhi,India,"Lower Ground Floor,  Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,Yes,42%,,,,2,2.9,3.2,2.6,3.7,3.1,100
304923,Sagar Ratna,1,48,New Delhi,India,"Lower Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,South Indian,600,Indian Rupees(Rs.),No,No,,,,,2,2.9,3,3.2,4.1,3.3,70
309738,Yo! China,1,26,New Delhi,India,"Shop 7, Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Chinese,1300,Indian Rupees(Rs.),No,Yes,51%,,,,3,2.7,2.6,2.7,2.4,2.6,110
18261188,Chaayos,1,40,New Delhi,India,"Upper Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,53%,,1,,1,3.7,3.5,3.7,3.5,3.6,106
18336192,Dimcha,1,41,New Delhi,India,"Upper Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Chinese, Thai, Asian",1500,Indian Rupees(Rs.),Yes,No,,,,,3,4.3,3.4,3.4,4.5,3.9,145
18277187,Keventers,1,43,New Delhi,India,"Food Court, Epicuria Food Mall, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Beverages,400,Indian Rupees(Rs.),No,No,,,,,1,3.8,3.7,4,4.1,3.9,57
18381663,Khan Chacha,1,26,New Delhi,India,"Lower Ground Floor, FCŒ_8, Epicuria, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,56%,,,,2,3.7,3.4,3.5,3.8,3.6,23
304917,Sona Pure Veg Paradise,1,39,New Delhi,India,"Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"North Indian, Street Food",500,Indian Rupees(Rs.),No,No,,,,,2,3.3,3.8,3.8,4.3,3.8,158
306031,Subway,1,44,New Delhi,India,"Epicuria Food Mall, Near Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,,,,1,2,3.9,3.6,3.6,4.1,3.8,97
18180083,The Crunch Box,1,47,New Delhi,India,"Lower Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,Fast Food,300,Indian Rupees(Rs.),No,Yes,45%,,,,1,3.5,3.5,3.6,4.2,3.7,21
18336213,Nandos,1,36,New Delhi,India,"Epicuria Food Mall, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Portuguese, African",1200,Indian Rupees(Rs.),No,Yes,39%,,,,3,0.1,-0.4,-0.3,0.6,0,3
304239,FIO Cookhouse and Bar,1,42,New Delhi,India,"Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"European, Italian, North Indian",3500,Indian Rupees(Rs.),Yes,No,,,,,4,4.3,3.7,3.5,4.5,4,752
18294261,Lord of the Drinks Forum,1,33,New Delhi,India,"Lower Basement, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"European, Chinese, North Indian, Italian",2500,Indian Rupees(Rs.),Yes,No,,,,,4,3.7,4.3,4.2,4.6,4.2,756
305240,The Chatter House,1,31,New Delhi,India,"Lower Basement, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Finger Food, Italian, North Indian",1800,Indian Rupees(Rs.),Yes,Yes,51%,,,,3,4.1,3.5,4.1,4.3,4,1700
304299,The Flying Saucer Cafe,1,38,New Delhi,India,"Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25,28.55,"Italian, Mediterranean, Continental, North Indian",1600,Indian Rupees(Rs.),Yes,No,,,,,3,4.3,4,4.2,4.7,4.3,3002
305547,Tea Lounge - Eros Hotel,1,47,New Delhi,India,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.25,28.55,Cafe,1800,Indian Rupees(Rs.),No,No,,,1,,3,3.2,2.8,3,4.2,3.3,21
305545,Blooms - Eros Hotel,1,25,New Delhi,India,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.25,28.55,"Continental, North Indian, Italian",4000,Indian Rupees(Rs.),Yes,No,,,,,4,3.4,3.6,3.6,5,3.9,150
305549,Lounge & Bar - Eros Hotel,1,29,New Delhi,India,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.25,28.55,Finger Food,3650,Indian Rupees(Rs.),Yes,No,,,,,4,3.5,3.5,3.6,3.4,3.5,18
305546,Sweet & Crusty - Eros Hotel,1,32,New Delhi,India,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.25,28.55,"Bakery, Fast Food",700,Indian Rupees(Rs.),No,No,,,,,2,3.4,3.7,3.6,4.1,3.7,44
305548,Empress of China - Eros Hotel,1,36,New Delhi,India,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.25,28.55,Chinese,4800,Indian Rupees(Rs.),Yes,No,,,,,4,4.1,4.2,4.2,4.3,4.2,119
9640,Essex Collections Patisserie,1,44,New Delhi,India,"Essex Farms, 4, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.2,28.54,"Bakery, Desserts, Fast Food",300,Indian Rupees(Rs.),No,No,,1,,,1,3,3.5,3.1,4,3.4,50
6200,Essex Village Garden,1,37,New Delhi,India,"Essex Farms, 4 Aurobindo Marg, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.2,28.54,"North Indian, Chinese, Continental, Seafood",1500,Indian Rupees(Rs.),No,No,,,,,3,3.2,3.3,3.4,3.7,3.4,218
18128883,Yes Minister - Pub & Kitchen,1,32,New Delhi,India,"Essex Farms, 4, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.2,28.54,"Mediterranean, Continental, Italian",1800,Indian Rupees(Rs.),Yes,No,,,,,3,3.5,3.2,3.4,4.7,3.7,234
305810,Guptas Food Point,1,31,New Delhi,India,"Shop 1 & 2, Near Indian Medical Association, ITO Lane",Feroze Shah Road,"Feroze Shah Road, New Delhi",77.23,28.62,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,0,-0.4,-0.5,0.9,0,1
4631,Andhra Bhavan,1,32,New Delhi,India,"1, Ashoka Road, Feroze Shah Road, New Delhi",Feroze Shah Road,"Feroze Shah Road, New Delhi",77.23,28.62,"South Indian, Andhra",200,Indian Rupees(Rs.),No,No,,,,,1,4.3,3.8,4.1,4.6,4.2,3010
302682,Barista,1,26,New Delhi,India,"17A, Friends Colony, New Delhi",Friends Colony,"Friends Colony, New Delhi",77.27,28.57,Cafe,650,Indian Rupees(Rs.),No,No,,,1,,2,2.8,3.1,3.1,3.8,3.2,15
2004,Indian Accent - The Manor,1,46,New Delhi,India,"The Manor, 77, Friends Colony, New Delhi",Friends Colony,"Friends Colony, New Delhi",77.26,28.57,Modern Indian,4000,Indian Rupees(Rs.),No,No,,,,,4,4.9,4.9,5,4.8,4.9,1934
18359294,Dilli Grillz,1,47,New Delhi,India,"Ground Floor, Fun City Mall, Prashant Vihar, New Delhi","Fun City Mall, Prashant Vihar","Fun City Mall, Prashant Vihar, New Delhi",77.14,28.71,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,51%,,,,2,-0.4,0,-0.4,0.8,0,2
18359292,Foodies,1,27,New Delhi,India,"Fun City Mall, Prashant Vihar, New Delhi","Fun City Mall, Prashant Vihar","Fun City Mall, Prashant Vihar, New Delhi",77.14,28.71,Italian,300,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.5,-0.3,0.7,0,0
18441790,Gianis,1,45,New Delhi,India,"Ground Floor, Fun City Mall, Prashant Vihar, New Delhi","Fun City Mall, Prashant Vihar","Fun City Mall, Prashant Vihar, New Delhi",77.14,28.71,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,,1,,,1,-0.4,-0.3,-0.2,0.9,0,1
4283,FIO Country Kitchen and Bar,1,23,New Delhi,India,"Gate 1, The Garden of Five Senses, Saidulajab, Saket, New Delhi","Garden of Five Senses, Saket","Garden of Five Senses, Saket, New Delhi",77.2,28.51,"European, Italian, North Indian",3300,Indian Rupees(Rs.),Yes,No,,,,,4,4.2,4,4,4.6,4.2,1561
18335816,Amul Ice-Cream Parlour,1,46,New Delhi,India,"591-598, Near Sabzi Mandi Jheel, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.66,Ice Cream,200,Indian Rupees(Rs.),No,No,,,,,1,3.1,2.7,3.1,3.1,3,4
17977792,Bunty Dhaba,1,28,New Delhi,India,"130/289, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,,,,,2,2.6,2.3,2.6,3.7,2.8,8
301214,Chawlas,1,37,New Delhi,India,"13/41, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,No,,,,,2,3.3,3.4,2.8,3.7,3.3,50
312227,China Town,1,46,New Delhi,India,"Block 14, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,Chinese,150,Indian Rupees(Rs.),No,No,,,,,1,2.9,2.6,2.6,3.9,3,8
303860,Chinese Inn,1,45,New Delhi,India,"13/82, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,"Chinese, South Indian",500,Indian Rupees(Rs.),No,No,,,,,2,2.9,2.8,2.4,3.1,2.8,28
18244236,Grub Street,1,23,New Delhi,India,"Near Geeta Colony Police Station, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,Fast Food,350,Indian Rupees(Rs.),No,No,,,,,1,3,3.5,3.4,3.7,3.4,31
305577,Guru Kripa,1,40,New Delhi,India,"5/1/5, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,2.9,2.5,2.5,4.1,3,4
18014118,Himcream,1,29,New Delhi,India,"13/56, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,"Ice Cream, Fast Food, Beverages",300,Indian Rupees(Rs.),No,No,,,,,1,2.9,3.4,3.3,3.6,3.3,17
5996,Kashish Restaurant & Caterers,1,31,New Delhi,India,"5/2/10, Main Road, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,"North Indian, South Indian, Chinese, Fast Food",550,Indian Rupees(Rs.),No,No,,,,,2,2.5,2.7,2.8,3.2,2.8,8
313487,Punjabis Veg Grill,1,46,New Delhi,India,"441/8, Jheel Khuranja, Main Road, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,North Indian,350,Indian Rupees(Rs.),No,No,,,,,1,2.9,3,2.7,4.2,3.2,8
313004,Rahul Meat Corner,1,26,New Delhi,India,"447, Jheel Khurenja, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,Mughlai,300,Indian Rupees(Rs.),No,No,,,,,1,2.9,3,2.9,3.6,3.1,6
312942,Ramesh Vaishno Dhaba,1,35,New Delhi,India,"439, Jheel Khuranja, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,North Indian,500,Indian Rupees(Rs.),No,No,,,,,2,2.3,2.3,2.2,4,2.7,17
309168,The Chinese Hut,1,36,New Delhi,India,"6/18, Near 7 Block Gurudwara, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,Chinese,300,Indian Rupees(Rs.),No,No,,,,,1,2.3,2.6,2.8,3.5,2.8,50
308994,Nagpal Di Hatti,1,29,New Delhi,India,"131, Budhh Bazar, Veer Savarkar Market, Gandhinagar, Near, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,"North Indian, Street Food",200,Indian Rupees(Rs.),No,No,,,,,1,3,3.2,3.2,4.6,3.5,29
312943,Ramesh Vaishno Dhaba,1,41,New Delhi,India,"13/292, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,North Indian,500,Indian Rupees(Rs.),No,No,,,,,2,3,3.6,3.2,4.2,3.5,31
18455553,Bawejas Haandi,1,36,New Delhi,India,"11/89, Near Kanchan Studio and Geeta Colony Police Station, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,North Indian,600,Indian Rupees(Rs.),No,No,,,,,2,-0.5,-0.3,-0.5,1.3,0,0
18377929,Chaman Dhaba,1,29,New Delhi,India,"450/1, Jheel Kuranja, Near, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.3,-0.3,0.7,0,3
18472628,Insane Foods,1,32,New Delhi,India,"Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,North Indian,350,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.3,0,0.6,0,0
18435335,Jo Jo Chinese Fast Food,1,26,New Delhi,India,"13/283, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,Chinese,200,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.5,0,0.4,0,1
18435787,Kailash Vaishno Dhaba,1,24,New Delhi,India,"Block 8/112, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.2,-0.1,0.7,0,0
18435331,Khurana Eating Point,1,26,New Delhi,India,"17/93, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,Chinese,200,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.3,-0.2,1,0,0
18364846,Lots of Food,1,46,New Delhi,India,"12/124 Geeta Colony, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,Chinese,100,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.3,0,0.8,0,1
18438446,Madras Cafe,1,31,New Delhi,India,"Bhagwan Das Kothi, Gandhi Nagar, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.66,South Indian,250,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.1,0,0.4,0,0
18446496,Parantha on Call,1,45,New Delhi,India,"Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.4,0,0.9,0,0
18454568,Pompas Chicken,1,32,New Delhi,India,"Shop 14/9, Main Road, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.2,-0.3,0.8,0,1
18421462,Prem Ji Delhi Wale,1,29,New Delhi,India,"6/174, Near Ramleela Ground, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,North Indian,250,Indian Rupees(Rs.),No,No,,,,,1,0,-0.3,-0.4,0.7,0,0
18435303,Punjabi Tandoori Tikka,1,24,New Delhi,India,"14/132, 14 Block, Near Gurudwara, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,Street Food,250,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.2,-0.4,0.5,0,0
18435314,Punjabis Veg Grill,1,36,New Delhi,India,"13/288 , 14 Block Gurudwra, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.4,0,0.8,0,0
18435315,Shree Banke Foods,1,30,New Delhi,India,"13/289, 14 Block Gurudwra, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.1,-0.1,0.7,0,3
18418234,Singhs,1,39,New Delhi,India,"6/174, Near Ram Leela Ground, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27,28.65,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.3,-0.4,1,0,0
18421470,Soya Twist,1,27,New Delhi,India,"A-2, Krishna Nagar Extension, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.65,"North Indian, Chinese",350,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.1,0,0.3,0,0
18472613,Spice Studio,1,48,New Delhi,India,"Shop 17/38, Near Geeta Apartments, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,"Seafood, Mughlai, North Indian",400,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.4,0.1,0.5,0,0
18435307,Tandoori Tadka,1,45,New Delhi,India,"13/279, Bhawan Mandir, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi", -   , -   ,Street Food,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0,-0.2,0.5,0,1
18378015,Tasty Tandoor,1,24,New Delhi,India,"726/2, Jheel Khuranja, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.28,28.66,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,0,0,0,0,0,0
18460925,The Square Meal,1,34,New Delhi,India,"Ginger Hotel, DDA Community Center, Vivek-Vihar Police Station, Vivek Vihar, New Delhi","Ginger Hotel, Vivek Vihar","Ginger Hotel, Vivek Vihar, New Delhi",77.3,28.67,"North Indian, South Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,,,,,2,-0.5,0.1,0.1,0.3,0,1
9909,Barbeque Nation,1,24,New Delhi,India,"Ginger Hotel, DDA Community Center, Opposite Eastend Club, Vivek Vihar, New Delhi","Ginger Hotel, Vivek Vihar","Ginger Hotel, Vivek Vihar, New Delhi",77.3,28.67,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,,,,,3,4.1,3.7,3.8,4.4,4,756
18423111,Burger King,1,37,New Delhi,India,"Shop GF-29, BG-1 BG-2, Gourmet Hub, Paschim Vihar, New Delhi","Gourmet Hub, Pashim Vihar","Gourmet Hub, Pashim Vihar, New Delhi",77.11,28.67,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,39%,,,,2,3,3.4,3.5,3.7,3.4,33
18469938,BED,1,35,New Delhi,India,"2nd Floor, N-17, N Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23,28.56,"European, Sushi, Italian",2700,Indian Rupees(Rs.),Yes,No,,,,,4,2.6,2.7,2.9,3.8,3,9
651,Cafe Coffee Day - The Lounge,1,30,New Delhi,India,"M-37, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.24,28.55,Cafe,750,Indian Rupees(Rs.),No,No,,,1,,2,2.7,2.4,2.2,3.1,2.6,70
17953916,Hunger Strike,1,47,New Delhi,India,"M-69, Opposite Yes Bank, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23,28.55,Fast Food,300,Indian Rupees(Rs.),No,Yes,37%,,,,1,2.8,3.4,3.3,3.7,3.3,70
18168168,Karims,1,37,New Delhi,India,"M-71, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23,28.55,"Mughlai, North Indian",1000,Indian Rupees(Rs.),Yes,Yes,44%,,,,3,3,3,2.9,4.3,3.3,75
7589,Nescafe,1,27,New Delhi,India,"M-51, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.24,28.55,"Fast Food, Beverages",200,Indian Rupees(Rs.),No,No,,,,,1,3.1,2.9,3.4,4.2,3.4,36
